household_id,respondent_id,county,wave,gender,KPMD_status,sheep_owned,goats_owned,vaccinated_sheep,vaccinated_goats,disease_cases_sheep,disease_cases_goats,treated_sheep,treated_goats,sold_sheep_to_KPMD,sold_sheep_to_nonKPMD,sold_goats_to_KPMD,sold_goats_to_nonKPMD,avg_liveweight_sheep_KPMD_kg,avg_liveweight_sheep_nonKPMD_kg,avg_liveweight_goat_KPMD_kg,avg_liveweight_goat_nonKPMD_kg,price_per_kg_sheep_KPMD,price_per_kg_sheep_nonKPMD,price_per_kg_goat_KPMD,price_per_kg_goat_nonKPMD,age_at_sale_sheep_months,age_at_sale_goat_months,distance_to_market_km,time_to_market_hours,gender_decision_index_0_1,gender_control_index_0_1,has_credit,loan_amount_kes,repayment_rate_0_1,rCSI,coping_capacity_index_0_100,total_income_kes,livestock_income_kes,other_income_kes,sold_sheep_total,sold_goats_total,vaccination_rate_sheep,vaccination_rate_goats,disease_rate_sheep,disease_rate_goats,revenue_sheep_KPMD,revenue_sheep_nonKPMD,revenue_goat_KPMD,revenue_goat_nonKPMD,total_livestock_sales_revenue
HH0084,R0084,Kajiado,Baseline,Female,KPMD,16,16,11,10,2,1,1,1,3,2,2,1,24.81458237,25.50119642,19.86483078,21.41006397,391.8629071,374.0162862,459.7181049,352.40389,16.43844529,9.02292852,31.28646412,2.472226989,0.255606327,0.159808859,TRUE,22022,0.836684567,5.455690275,72.2471883,118290,57406,60884,5,3,0.6875,0.625,0.125,0.0625,29171.74,19075.73,18264.44,7544.99,74056.9
HH0084,R0084,Kajiado,Midline,Female,KPMD,18,18,13,13,2,1,1,1,5,2,3,1,23.15980214,20.15567842,28.0481403,19.02675226,385.9722096,395.8548124,394.9279212,422.6534678,11.18532509,7.167746004,21.74172541,2.038807224,0.873919894,0.65080921,TRUE,17312,0.888863108,15.46912812,70.31058892,97370,60922,36448,7,4,0.722222222,0.722222222,0.111111111,0.055555556,44695.2,15957.44,33230.98,8041.72,101925.34
HH0084,R0084,Kajiado,Endline,Female,KPMD,19,21,12,14,1,2,1,1,3,1,3,1,29.54082373,25.82206832,24.47755761,23.15006729,391.8266221,368.1484822,326.9736802,356.4313167,7.546682795,14.83484284,17.3915048,1.764661335,0.735199556,0.486832328,FALSE,0,,9.013000764,62.17002653,85700,49392,36308,4,4,0.631578947,0.666666667,0.052631579,0.095238095,34724.64,9506.36,24010.55,8251.41,76492.96
HH0085,R0085,Kajiado,Baseline,Female,Non-KPMD Seller,15,10,8,5,2,2,1,1,1,3,0,0,26.89659458,22.59728909,,,426.5291902,398.8838939,,,7.731350921,,12.0404566,2.792133061,0.417237805,0.601694419,FALSE,0,,25.1618461,56.68888661,97545,43963,53582,4,0,0.533333333,0.5,0.133333333,0.2,11472.18,27041.08,0,0,38513.26
HH0085,R0085,Kajiado,Midline,Female,Non-KPMD Seller,16,7,8,4,3,1,2,1,1,5,0,2,22.4767212,24.56588947,,22.69953795,435.1257072,305.4219549,,354.5563794,16.27694509,14.34423502,39.32380383,2.894375694,0.460847388,0.20253537,TRUE,41670,0.791682823,12.70271784,45.77765498,60468,36389,24079,6,2,0.5,0.571428571,0.1875,0.142857143,9780.2,37514.81,0,16096.53,63391.54
HH0085,R0085,Kajiado,Endline,Female,Non-KPMD Seller,19,9,9,5,3,1,2,1,0,3,0,3,,19.9057658,,19.92075378,,397.2643799,,342.5049494,16.38902006,12.99513485,22.22831885,2.774225778,0.675877447,0.379699441,FALSE,0,,4.448622144,62.33526287,49200,28205,20995,3,3,0.473684211,0.555555556,0.157894737,0.111111111,0,23723.56,0,20468.87,44192.43
HH0086,R0086,Kajiado,Baseline,Female,KPMD,22,26,16,17,2,3,1,2,2,1,1,1,30.20265666,22.05767032,28.09994065,20.69593555,426.7433846,386.2989403,390.8627232,336.9575813,10.04090827,9.00260039,28.6518318,2.012161255,0.345952228,0.624419566,TRUE,33121,1,13.09563844,53.41776971,42906,35170,7736,3,2,0.727272727,0.653846154,0.090909091,0.115384615,25777.57,8520.85,10983.22,6973.65,52255.29
HH0086,R0086,Kajiado,Midline,Female,KPMD,23,22,15,14,2,3,1,2,2,2,2,3,22.72719479,27.13953757,26.09867516,20.64814288,428.0899601,404.2941076,410.7621077,329.4927897,10.75965389,11.85916023,16.11405171,2.557270025,0.340280318,0.514867227,TRUE,25999,0.740618263,16.94203116,65.31724745,71139,42933,28206,4,5,0.652173913,0.636363636,0.086956522,0.136363636,19458.57,21944.71,21440.69,20410.24,83254.21
HH0086,R0086,Kajiado,Endline,Female,KPMD,24,20,17,14,2,2,1,1,1,1,1,1,25.93507252,26.67542432,25.38250261,23.55891225,351.5084286,290.1002256,383.4831142,337.2766803,11.49969711,7.801884911,26.42488737,1.388387551,0.149700648,0.324822556,TRUE,16986,0.776688091,10.87352733,45.74022182,44188,36874,7314,2,2,0.708333333,0.7,0.083333333,0.1,9116.4,7738.55,9733.76,7945.87,34534.58
HH0087,R0087,Narok,Baseline,Male,KPMD,35,26,22,17,3,3,2,2,2,1,2,0,25.81948194,20.97010507,26.60609097,,387.9070227,236.5277839,417.1341166,,13.17548612,11.06036339,26.91700581,1.429324491,0.645057556,0.181129043,FALSE,0,,7.405857896,54.14476296,66234,50071,16163,3,2,0.628571429,0.653846154,0.085714286,0.115384615,20031.12,4960.01,22196.62,0,47187.75
HH0087,R0087,Narok,Midline,Male,KPMD,36,27,24,19,4,3,3,2,1,0,5,2,26.9665641,,24.12361838,18.48827275,366.7439559,,417.9358807,320.3038729,11.7907582,7.449375888,14.15375824,0.953160844,0.490684817,0.137172843,FALSE,0,,9.440934098,67.22791362,30327,20704,9623,1,7,0.666666667,0.703703704,0.111111111,0.111111111,9889.82,0,50410.63,11843.73,72144.18
HH0087,R0087,Narok,Endline,Male,KPMD,37,26,26,18,5,3,3,2,2,1,2,1,28.28677518,24.17485253,22.78564819,25.39851392,395.2302338,419.5553177,403.4910988,323.3202079,15.53093809,9.26963011,20.95424127,2.030001683,0.542311264,0.270670953,FALSE,0,,9.055762198,74.75200542,20867,13862,7005,3,3,0.702702703,0.692307692,0.135135135,0.115384615,22359.58,10142.69,18387.61,8211.85,59101.73
HH0088,R0088,Samburu,Baseline,Male,Control,19,16,8,6,3,2,1,1,0,1,0,0,,19.33049468,,,,366.4972811,,,11.61284701,,41.46490632,3.319005725,0.982090586,0.573553287,FALSE,0,,13.91511612,61.579277,51879,25075,26804,1,0,0.421052632,0.375,0.157894737,0.125,0,7084.57,0,0,7084.57
HH0088,R0088,Samburu,Midline,Male,Control,18,17,7,7,3,2,1,1,0,4,0,1,,20.97686088,,17.82025151,,348.4618402,,353.8135524,12.46225969,11.48099931,33.95615164,2.858452188,0.138378162,0.368447851,FALSE,0,,9.31834778,52.67577109,247403,69896,177507,4,1,0.388888889,0.411764706,0.166666667,0.117647059,0,29238.54,0,6305.05,35543.59
HH0088,R0088,Samburu,Endline,Male,Control,19,16,7,6,3,3,1,2,0,5,0,2,,20.7466465,,17.58351335,,353.5810796,,434.5379666,8.781724267,10.59933179,18.47307046,2.332858233,0.442980488,0.17815754,FALSE,0,,17.79005652,70.30912943,47414,28939,18475,5,2,0.368421053,0.375,0.157894737,0.1875,0,36678.11,0,15281.41,51959.52
HH0089,R0089,Narok,Baseline,Female,Non-KPMD Seller,19,16,9,8,3,3,2,2,0,0,2,4,,,16.61048127,24.09128358,,,369.9444599,416.9671009,,13.36470246,8.295851752,2.782883196,0.389217059,0.71025027,TRUE,30504,0.795495588,9.62161447,48.73836737,142911,53573,89338,0,6,0.473684211,0.5,0.157894737,0.1875,0,0,12289.91,40181.09,52471
HH0089,R0089,Narok,Midline,Female,Non-KPMD Seller,22,15,12,8,3,2,2,1,2,4,2,4,23.13693691,23.68151378,21.2888897,22.98744711,284.3568574,304.10894,439.1703898,358.7655008,14.62262688,8.959643014,42.47866996,3.433370751,0.609412746,0.32553989,TRUE,33200,0.905039954,6.965738878,63.72166762,29585,17415,12170,6,6,0.545454545,0.533333333,0.136363636,0.133333333,13158.29,28807.04,18698.9,32988.41,93652.64
HH0089,R0089,Narok,Endline,Female,Non-KPMD Seller,24,14,13,8,3,2,2,1,2,3,0,0,23.34541169,19.07278201,,,403.4028538,377.5229001,,,11.85095618,,36.33391932,4.170270774,0.24723797,0.509674644,TRUE,89777,0.742539814,7.086901246,53.96565726,158491,93279,65212,5,0,0.541666667,0.571428571,0.125,0.142857143,18835.21,21601.24,0,0,40436.45
HH0090,R0090,Samburu,Baseline,Female,Control,24,19,8,7,4,3,2,2,0,4,0,0,,23.75956985,,,,301.3091997,,,12.98399284,,38.66442391,1.613548941,0.201303838,0.447504652,FALSE,0,,10.31823544,54.45051733,48186,39286,8900,4,0,0.333333333,0.368421053,0.166666667,0.157894737,0,28635.91,0,0,28635.91
HH0090,R0090,Samburu,Midline,Female,Control,19,20,8,7,3,4,2,2,0,5,0,6,,16.42411634,,22.88714334,,411.441454,,359.8858457,12.49341262,10.53912822,12.31988076,3.395439957,0.427720649,0.064026539,FALSE,0,,10.46431921,78.84423304,48596,24702,23894,5,6,0.421052632,0.35,0.157894737,0.2,0,33787.81,0,49420.55,83208.36
HH0090,R0090,Samburu,Endline,Female,Control,18,19,8,8,3,3,2,1,0,0,0,3,,,,19.84951885,,,,356.8258937,,14.5057007,23.71183398,2.82048031,0.62973733,0.319097202,FALSE,0,,10.57762963,68.179486,335436,228760,106676,0,3,0.444444444,0.421052632,0.166666667,0.157894737,0,0,0,21248.47,21248.47
HH0091,R0091,Kajiado,Baseline,Female,Control,24,11,10,5,4,2,2,1,0,1,0,4,,19.52151288,,25.45224503,,393.9146937,,357.9507489,6.694203284,7.995954569,17.41823312,3.131955887,0.915616399,0.615357825,TRUE,37711,0.785165282,4.246148614,65.47141232,61589,33717,27872,1,4,0.416666667,0.454545455,0.166666667,0.181818182,0,7689.81,0,36442.6,44132.41
HH0091,R0091,Kajiado,Midline,Female,Control,21,12,9,5,3,2,1,1,0,6,0,2,,17.53859561,,21.65740833,,378.7606594,,399.4065395,15.36350772,9.314527971,22.78525981,2.846646477,0.760194826,0.487705056,FALSE,0,,11.79927069,68.03044827,33863,19259,14604,6,2,0.428571429,0.416666667,0.142857143,0.166666667,0,39857.58,0,17300.22,57157.8
HH0091,R0091,Kajiado,Endline,Female,Control,22,8,10,4,3,1,2,0,0,3,0,1,,18.27304855,,21.50974914,,329.4041947,,417.1020721,16.32067312,11.51288216,22.73335973,2.214218632,0.443588314,0.556996523,FALSE,0,,16.06604663,29.42353107,94638,41062,53576,3,1,0.454545455,0.5,0.136363636,0.125,0,18057.66,0,8971.76,27029.42
HH0092,R0092,Narok,Baseline,Male,KPMD,19,21,14,14,2,3,1,2,1,1,2,1,27.77283281,20.98619925,17.08266303,24.84440224,369.2651482,366.0483327,457.0803561,386.7130489,12.50828425,10.85818886,6.526935163,1.749326499,0.823661431,0.105359348,TRUE,29567,0.967650659,0.229459471,52.36790266,78405,42007,36398,2,3,0.736842105,0.666666667,0.105263158,0.142857143,10255.54,7681.96,15616.3,9607.65,43161.45
HH0092,R0092,Narok,Midline,Male,KPMD,22,19,14,11,2,2,1,1,3,1,3,1,23.08047111,22.12233881,23.97159741,17.89762592,312.478627,322.9663431,420.9008307,340.6088175,8.943584407,8.55594304,13.44657577,1.652298726,0.647920434,0.5125866,TRUE,11509,0.791971147,8.507681799,62.31225503,42693,25711,16982,4,4,0.636363636,0.578947368,0.090909091,0.105263158,21636.46,7144.77,30269,6096.09,65146.32
HH0092,R0092,Narok,Endline,Male,KPMD,18,22,11,14,1,2,1,1,3,2,4,2,26.69090487,24.82044358,20.8925489,26.99782975,363.8600827,386.9918902,458.3373081,373.6619214,8.455564774,6,17.61584191,2.075101113,0.356473785,0.431866754,TRUE,13101,0.914769627,8.533310626,63.59724414,71624,41523,30101,5,6,0.611111111,0.636363636,0.055555556,0.090909091,29135.26,19210.62,38303.34,20176.12,106825.34
HH0093,R0093,Narok,Baseline,Male,KPMD,18,23,11,15,2,2,1,1,3,1,5,1,28.30396412,24.60977684,21.14801897,22.37552669,418.8195384,293.3780917,425.4621283,474.5174151,15.18544994,15.24208741,20.1833875,2.577552364,0.235835723,0.771482377,FALSE,0,,10.79933606,60.41740809,49707,25045,24662,4,6,0.611111111,0.652173913,0.111111111,0.086956522,35562.76,7219.97,44988.41,10617.58,98388.72
HH0093,R0093,Narok,Midline,Male,KPMD,16,20,10,14,2,2,1,1,3,3,1,0,27.38499014,24.57148521,20.6671992,,443.0948348,315.8676056,394.6962578,,17.24036216,6,1,2.209353581,0.306907197,0.896842436,FALSE,0,,3.129217029,64.04127687,78772,55428,23344,6,1,0.625,0.7,0.125,0.1,36402.44,23284.01,8157.27,0,67843.72
HH0093,R0093,Narok,Endline,Male,KPMD,15,27,11,17,1,2,1,2,4,1,4,2,24.04010644,23.4693832,24.69015018,20.31482906,343.4964721,381.5625452,433.8109319,397.1701661,16.54595428,9.374680292,34.74270766,1.269355217,0.712675973,0.523733986,TRUE,9132,0.83133658,10.12010021,65.17872106,37548,22270,15278,5,6,0.733333333,0.62962963,0.066666667,0.074074074,33030.77,8955.04,42843.43,16136.89,100966.13
HH0094,R0094,Samburu,Baseline,Female,Control,25,31,11,12,4,4,2,2,0,2,0,2,,19.02782264,,23.54375876,,385.1775885,,407.7343665,16.47401118,10.25189877,17.96312728,3.621060266,0.867085848,0.740173049,FALSE,0,,17.93461622,65.65437494,71100,49580,21520,2,2,0.44,0.387096774,0.16,0.129032258,0,14658.18,0,19199.2,33857.38
HH0094,R0094,Samburu,Midline,Female,Control,22,25,10,11,3,5,1,3,0,3,0,0,,20.58696539,,,,335.9181965,,,15.85566907,,43.85676411,2.686470441,0.500842887,0.293089975,FALSE,0,,14.05441286,71.14169859,36758,14641,22117,3,0,0.454545455,0.44,0.136363636,0.2,0,20746.61,0,0,20746.61
HH0094,R0094,Samburu,Endline,Female,Control,25,25,9,10,4,4,2,2,0,5,0,4,,29.44053807,,19.46375373,,340.4361038,,338.1570758,15.63616844,12.12848974,23.21107778,2.456350896,0.342539126,0.678474967,FALSE,0,,8.705750805,46.52357419,179297,99122,80175,5,4,0.36,0.4,0.16,0.16,0,50113.11,0,26327.22,76440.33
HH0095,R0095,Narok,Baseline,Male,Control,28,13,12,6,4,2,2,1,0,3,0,5,,22.41525621,,19.29964102,,323.7575427,,433.2541419,14.60221562,6.692197924,17.26460352,1.999248778,0.407184586,0.27798826,FALSE,0,,10.18779971,54.65910793,94906,43287,51619,3,5,0.428571429,0.461538462,0.142857143,0.153846154,0,21771.32,0,41808.25,63579.57
HH0095,R0095,Narok,Midline,Male,Control,29,12,12,5,5,2,2,1,0,3,0,2,,23.04427406,,16.96754208,,351.9030992,,318.7223743,14.49093433,14.93943036,25.65945863,3.026021515,0.537607862,0.672566034,FALSE,0,,1.176785966,66.32891081,33603,14994,18609,3,2,0.413793103,0.416666667,0.172413793,0.166666667,0,24328.05,0,10815.87,35143.92
HH0095,R0095,Narok,Endline,Male,Control,30,18,12,7,5,3,3,2,0,3,0,0,,17.2753197,,,,353.4685375,,,17.16708275,,13.0285613,2.164129763,0.389159618,0.543817081,FALSE,0,,9.402118561,62.86689465,142869,53105,89764,3,0,0.4,0.388888889,0.166666667,0.166666667,0,18318.85,0,0,18318.85
HH0096,R0096,Samburu,Baseline,Female,KPMD,24,23,16,15,2,3,1,2,1,1,1,0,24.76955153,21.60576509,25.22466461,,375.9713098,378.9507581,445.6387798,,8.181508739,11.20259319,17.46873861,2.042390271,0.763797786,0.428104264,FALSE,0,,13.55599406,57.99391518,173041,132133,40908,2,1,0.666666667,0.652173913,0.083333333,0.130434783,9312.64,8187.52,11241.09,0,28741.25
HH0096,R0096,Samburu,Midline,Female,KPMD,20,20,14,13,2,3,1,2,1,2,2,3,29.06228146,25.06368997,28.44852824,21.90429244,297.543783,369.3663189,450.986125,411.6124812,10.01192555,11.26028323,12.67163731,1.326513475,0.887895301,0.510250689,FALSE,0,,7.264580464,64.98258222,38201,28500,9701,3,5,0.7,0.65,0.1,0.15,8647.3,18515.37,25659.78,27048.24,79870.69
HH0096,R0096,Samburu,Endline,Female,KPMD,20,20,15,12,1,2,1,1,3,3,1,1,27.78972855,27.74604444,24.56004665,17.68262742,367.2867783,356.8192496,367.6114677,396.2517504,9.277616655,11.07688302,15.71677916,2.331098359,0.598086819,0.302462943,FALSE,0,,12.61981526,60.73400364,53973,32655,21318,6,2,0.75,0.6,0.05,0.1,30620.4,29700.97,9028.55,7006.77,76356.69
HH0097,R0097,Samburu,Baseline,Female,Control,19,15,9,6,4,3,2,2,0,4,0,4,,21.86443574,,21.44206781,,345.7875939,,370.4152147,12.23991623,10.74649834,14.01429614,1.625611699,0.416739258,0.019841739,FALSE,0,,13.43076616,55.43265421,28250,18684,9566,4,4,0.473684211,0.4,0.210526316,0.2,0,30241.8,0,31769.87,62011.67
HH0097,R0097,Samburu,Midline,Female,Control,21,18,9,8,3,4,2,2,0,3,0,0,,24.10468776,,,,320.4523461,,,11.31646634,,17.80248343,2.555883916,0.396729628,0.620050159,FALSE,0,,9.599858481,63.78111996,126222,73454,52768,3,0,0.428571429,0.444444444,0.142857143,0.222222222,0,23173.21,0,0,23173.21
HH0097,R0097,Samburu,Endline,Female,Control,18,16,7,7,3,2,1,1,0,1,0,5,,18.11814343,,19.14777917,,259.9232299,,340.6920641,11.09561421,14.85228589,17.2658576,3.221462755,0.828594428,0.141567291,FALSE,0,,3.840381251,60.1267221,27122,16043,11079,1,5,0.388888889,0.4375,0.166666667,0.125,0,4709.33,0,32617.48,37326.81
HH0098,R0098,Samburu,Baseline,Male,KPMD,14,24,9,16,1,3,1,2,1,1,0,0,25.63137494,28.03972324,,,411.0565967,314.4154979,,,14.62018661,,5.564843277,1.397152873,0.755355765,0.542437068,TRUE,79772,0.92790763,0.977639944,68.89629523,98922,57067,41855,2,0,0.642857143,0.666666667,0.071428571,0.125,10535.95,8816.12,0,0,19352.07
HH0098,R0098,Samburu,Midline,Male,KPMD,9,23,6,15,1,2,1,1,5,2,3,2,24.23525307,26.63516844,24.8623707,20.24993196,426.1999024,358.7147794,400.1170387,378.0058776,8.787994886,9.417038671,18.03582602,1.763735413,0.66560997,0.583799477,FALSE,0,,6.423598414,42.22517572,116672,66916,49756,7,5,0.666666667,0.652173913,0.111111111,0.086956522,51645.31,19108.86,29843.57,15309.19,115906.93
HH0098,R0098,Samburu,Endline,Male,KPMD,12,23,9,16,1,2,1,1,0,0,1,1,,,28.22731186,21.72991492,,,442.1956965,412.4818967,,7.470004528,30.50708118,2.106578937,0.31712268,0.825602225,TRUE,16197,0.788065841,16.23994723,74.49296498,63890,43629,20261,0,2,0.75,0.695652174,0.083333333,0.086956522,0,0,12482,8963.2,21445.2
HH0099,R0099,Kajiado,Baseline,Female,Control,10,9,4,4,2,2,1,1,0,0,0,3,,,,20.71500566,,,,359.0931044,,15.88663174,14.14266967,2.058353595,0.337356907,0.364792867,FALSE,0,,9.378859642,59.86833473,78247,26889,51358,0,3,0.4,0.444444444,0.2,0.222222222,0,0,0,22315.85,22315.85
HH0099,R0099,Kajiado,Midline,Female,Control,14,8,7,4,2,1,1,0,1,6,0,2,23.32066867,21.26470934,,23.51547732,377.8871304,432.4016184,,400.135802,16.48550924,7.397308191,43.85212819,2.140478756,0.695954622,0.873345681,FALSE,0,,10.15721502,42.57025038,129087,48328,80759,7,2,0.5,0.5,0.142857143,0.125,8812.58,55169.37,0,18818.77,82800.72
HH0099,R0099,Kajiado,Endline,Female,Control,9,3,4,1,1,1,1,0,1,6,0,2,22.33752606,23.63751333,,18.4320128,323.5813033,291.6022231,,304.2050295,17.0287579,8.456279473,26.74038841,2.413853064,0.311956931,0.507251957,FALSE,0,,11.39367931,57.5789872,84929,45470,39459,7,2,0.444444444,0.333333333,0.111111111,0.333333333,7228.01,41356.51,0,11214.22,59798.74
HH0100,R0100,Kajiado,Baseline,Female,KPMD,6,4,4,2,1,0,1,0,1,1,1,2,23.64920259,23.42284278,20.86921463,26.78470264,311.0984903,340.1823868,450.9016253,310.3990046,11.67112245,11.39857605,9.93229548,1.845762058,0.738688954,0.208883202,TRUE,30024,0.684626776,13.09238429,69.346397,51931,28010,23921,2,3,0.666666667,0.5,0.166666667,0,7357.23,7968.04,9409.96,16627.89,41363.12
HH0100,R0100,Kajiado,Midline,Female,KPMD,13,6,9,4,1,1,1,1,2,1,1,1,26.87167444,27.55827709,28.09467618,21.64337512,431.9948497,317.8681215,437.2354953,451.4735115,15.64483232,11.31731115,14.68221228,0.829986093,0.826386271,0.38403728,FALSE,0,,13.09033476,62.75545279,60531,36210,24321,3,2,0.692307692,0.666666667,0.076923077,0.166666667,23216.85,8759.9,12283.99,9771.41,54032.15
HH0100,R0100,Kajiado,Endline,Female,KPMD,11,1,7,1,1,0,1,0,4,2,0,0,24.76910983,21.2057509,,,341.1880202,383.2964342,,,9.02123256,,22.6251924,1.963408746,0.512569288,0.469717103,FALSE,0,,7.813774213,58.95710568,41362,17857,23505,6,0,0.636363636,1,0.090909091,0,33803.69,16256.18,0,0,50059.87
HH0101,R0101,Kajiado,Baseline,Male,KPMD,17,16,11,11,1,2,1,1,2,2,1,1,23.43063737,19.39525227,25.96314628,23.81296689,367.9742384,264.5017587,390.5142436,384.7881752,14.43218,16.26021388,29.1849818,2.01534357,0.600949491,0.695530255,FALSE,0,,9.373657613,56.17415122,136262,75414,60848,4,2,0.647058824,0.6875,0.058823529,0.125,17243.74,10260.16,10138.98,9162.95,46805.83
HH0101,R0101,Kajiado,Midline,Male,KPMD,20,14,13,9,3,2,2,1,0,0,2,1,,,28.98242569,23.10418368,,,392.273791,280.9726788,,11.07855545,18.71287261,2.34726977,0.514171833,0.329475462,FALSE,0,,14.40691891,47.39735472,59592,34181,25411,0,3,0.65,0.642857143,0.15,0.142857143,0,0,22738.09,6491.64,29229.73
HH0101,R0101,Kajiado,Endline,Male,KPMD,15,15,10,9,1,2,1,1,2,2,1,0,26.40645071,22.57842367,24.3560602,,379.2335801,326.4073276,432.662761,,10.56752521,7.983596023,40.29639433,1.845544137,0.038280952,0.299346515,FALSE,0,,13.28009428,74.32895355,180821,46611,134210,4,1,0.666666667,0.6,0.066666667,0.133333333,20028.43,14739.53,10537.96,0,45305.92
HH0102,R0102,Samburu,Baseline,Female,Control,24,36,10,16,4,6,2,3,0,4,0,2,,16.60679712,,18.27651199,,386.34828,,441.1152897,16.74970284,16.17228186,23.19184427,1.38054228,0.504703991,0.351978002,FALSE,0,,13.66416783,52.32192158,73355,42656,30699,4,2,0.416666667,0.444444444,0.166666667,0.166666667,0,25664.03,0,16124.1,41788.13
HH0102,R0102,Samburu,Midline,Female,Control,22,35,9,12,4,5,2,2,0,2,0,2,,20.12077581,,19.48273512,,354.3204171,,379.0933528,13.98739425,18.11608707,14.09263081,2.555057344,0.832276298,0.52437363,FALSE,0,,6.601369807,56.29166328,50786,36436,14350,2,2,0.409090909,0.342857143,0.181818182,0.142857143,0,14258.4,0,14771.55,29029.95
HH0102,R0102,Samburu,Endline,Female,Control,20,31,9,15,4,6,2,3,0,0,0,0,,,,,,,,,,,29.91571018,2.333133899,0.675987637,0.340515237,TRUE,46202,0.70569906,4.829828097,53.6343707,104092,31436,72656,0,0,0.45,0.483870968,0.2,0.193548387,0,0,0,0,0
HH0103,R0103,Kajiado,Baseline,Male,Control,13,18,5,6,3,3,2,1,0,6,0,3,,17.54077755,,22.20176921,,379.9004023,,382.0719569,14.64284748,12.57945642,30.49402516,3.577907388,0.820252059,0.367973912,FALSE,0,,10.53736794,49.55297001,94157,63829,30328,6,3,0.384615385,0.333333333,0.230769231,0.166666667,0,39982.49,0,25448.02,65430.51
HH0103,R0103,Kajiado,Midline,Male,Control,14,19,7,9,3,3,2,2,0,2,0,3,,19.43664712,,18.46896647,,333.1524485,,328.3069035,12.39936912,8.456757813,29.48700476,2.542240537,0.155891905,0.236973594,FALSE,0,,0,51.45760052,34254,19506,14748,2,3,0.5,0.473684211,0.214285714,0.157894737,0,12950.73,0,18190.47,31141.2
HH0103,R0103,Kajiado,Endline,Male,Control,15,18,7,7,3,3,2,1,0,2,0,0,,19.28314693,,,,427.948306,,,6.698550484,,26.48258542,2.629888092,0.553531707,0.315549477,FALSE,0,,13.14518745,68.77772151,38122,25360,12762,2,0,0.466666667,0.388888889,0.2,0.166666667,0,16504.38,0,0,16504.38
HH0104,R0104,Samburu,Baseline,Female,Control,26,17,10,6,4,3,2,2,0,4,0,0,,19.25572705,,,,363.124652,,,14.86801672,,22.29776208,3.044671876,0.454692551,0.480565045,FALSE,0,,18.44144747,52.54447397,137004,78594,58410,4,0,0.384615385,0.352941176,0.153846154,0.176470588,0,27968.92,0,0,27968.92
HH0104,R0104,Samburu,Midline,Female,Control,22,17,9,8,3,3,1,2,0,3,0,0,,24.49906746,,,,384.5216106,,,15.86252524,,26.87479675,2.711892235,0.333351892,0.728466476,TRUE,32701,0.917926316,14.08610891,47.01820313,130291,74519,55772,3,0,0.409090909,0.470588235,0.136363636,0.176470588,0,28261.26,0,0,28261.26
HH0104,R0104,Samburu,Endline,Female,Control,23,17,9,7,3,3,1,2,0,3,0,2,,24.32485704,,20.72955419,,342.150023,,336.3656836,10.00426067,16.92389258,29.54638708,1.46325751,0.518643489,0.267725058,FALSE,0,,11.67227369,63.74502721,50902,18729,32173,3,2,0.391304348,0.411764706,0.130434783,0.176470588,0,24968.25,0,13945.42,38913.67
HH0105,R0105,Narok,Baseline,Male,Control,25,11,9,4,4,2,2,1,0,2,0,4,,15,,20.345454,,342.0992956,,374.634802,14.75955631,10.94823542,38.71314978,2.553686912,0.33486082,0.36670598,TRUE,19089,0.881532417,3.848766334,40.10987609,145761,93412,52349,2,4,0.36,0.363636364,0.16,0.181818182,0,10262.98,0,30488.46,40751.44
HH0105,R0105,Narok,Midline,Male,Control,23,11,10,5,4,2,2,1,0,4,0,1,,19.84122795,,17.32556071,,297.0335766,,440.3059529,16.66696325,18.19155386,29.39950901,2.299006014,0.71248904,0.729912078,TRUE,29675,0.669290166,12.7534891,56.81330866,29914,16887,13027,4,1,0.434782609,0.454545455,0.173913043,0.181818182,0,23574.04,0,7628.55,31202.59
HH0105,R0105,Narok,Endline,Male,Control,22,12,9,5,3,2,2,1,0,3,0,0,,24.39837598,,,,351.4788518,,,12.85166479,,22.83511647,2.942448277,0.594317813,0.538016277,FALSE,0,,7.906257156,69.62504455,87710,38282,49428,3,0,0.409090909,0.416666667,0.136363636,0.166666667,0,25726.54,0,0,25726.54
HH0106,R0106,Kajiado,Baseline,Female,Non-KPMD Seller,2,17,1,8,0,2,0,1,0,1,0,2,,25.87036835,,16.64559625,,411.8774521,,318.8059928,16.75832725,16.31827757,27.21458786,2.046332284,0.761158631,0.465120912,FALSE,0,,15.68035327,38.57429429,293107,235410,57697,1,2,0.5,0.470588235,0,0.117647059,0,10655.42,0,10613.43,21268.85
HH0106,R0106,Kajiado,Midline,Female,Non-KPMD Seller,3,17,1,8,0,3,0,2,1,1,1,2,24.28604972,24.30026886,21.41484904,21.03600933,244.976836,329.7657413,430.5561163,352.432249,12.60131782,9.875641145,34.03365893,2.983924291,0.938506605,0.537346951,FALSE,0,,0,48.34229383,59144,43933,15211,2,3,0.333333333,0.470588235,0,0.176470588,5949.52,8013.4,9220.29,14827.54,38010.75
HH0106,R0106,Kajiado,Endline,Female,Non-KPMD Seller,2,21,1,11,0,3,0,2,0,1,0,1,,20.64443466,,23.37255333,,328.627942,,340.6480074,19.70559384,12.67488689,23.65892799,2.798532044,0.577229462,0.198238783,FALSE,0,,9.291558541,48.86472202,67132,35227,31905,1,1,0.5,0.523809524,0,0.142857143,0,6784.34,0,7961.81,14746.15
